code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,total_vle_used,total_clicks,total_assessments,attempted_assessment,non_attempted_assessment,average_score
BBB,2013J,F,Ireland,HE Qualification,50-60%,0-35,0,60,N,Pass,-38.0,,21.0,1034.0,11.0,11.0,0.0,73.18
BBB,2013J,F,London Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-94.0,,31.0,314.0,11.0,11.0,0.0,74.91
BBB,2013J,F,South Region,HE Qualification,80-90%,0-35,0,60,N,Withdrawn,-92.0,-38.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,South West Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail,-51.0,,16.0,76.0,2.0,2.0,0.0,36.0
BBB,2013J,F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,-79.0,67.0,182.0,2573.0,2.0,2.0,0.0,95.0
BBB,2013J,F,South Region,Lower Than A Level,50-60%,0-35,0,120,Y,Pass,-128.0,,52.0,1579.0,11.0,11.0,0.0,79.09
BBB,2013J,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-128.0,,36.0,584.0,9.0,9.0,0.0,87.22
BBB,2013J,M,London Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail,-113.0,,6.0,59.0,6.0,6.0,0.0,65.0
BBB,2013J,F,South East Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,-123.0,,30.0,332.0,11.0,11.0,0.0,80.09
BBB,2013J,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,-125.0,,19.0,108.0,2.0,2.0,0.0,56.5
BBB,2013J,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-31.0,,49.0,1055.0,9.0,9.0,0.0,88.0
BBB,2013J,F,South East Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,-102.0,-43.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,London Region,Lower Than A Level,10-20,0-35,0,120,N,Fail,-114.0,,9.0,20.0,1.0,1.0,0.0,65.0
BBB,2013J,F,North Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-125.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,120,N,Fail,-123.0,,21.0,254.0,7.0,7.0,0.0,76.0
BBB,2013J,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,120,Y,Withdrawn,-123.0,-32.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,Wales,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,-51.0,,70.0,5257.0,11.0,11.0,0.0,88.73
BBB,2013J,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-124.0,,15.0,130.0,3.0,3.0,0.0,78.0
BBB,2013J,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,120,Y,Fail,-122.0,,3.0,4.0,0.0,0.0,0.0,0.0
BBB,2013J,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,180,N,Withdrawn,-123.0,-108.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,North Western Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn,-31.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-79.0,,52.0,838.0,11.0,11.0,0.0,91.27
BBB,2013J,F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,-121.0,,10.0,92.0,10.0,10.0,0.0,71.9
BBB,2013J,F,South West Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn,-123.0,84.0,26.0,694.0,3.0,3.0,0.0,76.67
BBB,2013J,F,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,-114.0,,66.0,2105.0,11.0,11.0,0.0,82.82
BBB,2013J,F,London Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,-30.0,0.0,10.0,45.0,0.0,0.0,0.0,0.0
BBB,2013J,F,North Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-81.0,,87.0,1996.0,10.0,10.0,0.0,89.6
BBB,2013J,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn,-122.0,-106.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,Wales,A Level or Equivalent,60-70%,35-55,0,120,N,Pass,-19.0,,18.0,151.0,5.0,5.0,0.0,67.6
BBB,2013J,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-116.0,,36.0,911.0,11.0,11.0,0.0,85.09
BBB,2013J,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,180,N,Distinction,-122.0,,73.0,2534.0,11.0,11.0,0.0,85.18
BBB,2013J,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-17.0,,61.0,725.0,10.0,10.0,0.0,69.2
BBB,2013J,F,South West Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,-121.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,South West Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,-89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-101.0,,36.0,1599.0,10.0,10.0,0.0,86.8
BBB,2013J,M,Scotland,Post Graduate Qualification,20-30%,35-55,0,60,N,Distinction,-89.0,,38.0,308.0,11.0,11.0,0.0,89.45
BBB,2013J,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-95.0,,46.0,652.0,11.0,11.0,0.0,70.82
BBB,2013J,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-60.0,,39.0,210.0,11.0,11.0,0.0,74.45
BBB,2013J,M,South Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-74.0,,24.0,186.0,11.0,11.0,0.0,83.0
BBB,2013J,F,Wales,Lower Than A Level,30-40%,0-35,0,120,N,Pass,-52.0,,125.0,1427.0,11.0,11.0,0.0,88.09
BBB,2013J,F,London Region,A Level or Equivalent,60-70%,0-35,0,120,N,Fail,-120.0,,30.0,231.0,4.0,4.0,0.0,75.5
BBB,2013J,F,Ireland,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-22.0,199.0,40.0,572.0,4.0,4.0,0.0,78.0
BBB,2013J,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,-116.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,Scotland,Lower Than A Level,70-80%,0-35,0,120,Y,Pass,-15.0,,47.0,432.0,10.0,10.0,0.0,71.8
BBB,2013J,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-117.0,,33.0,708.0,6.0,6.0,0.0,35.83
BBB,2013J,F,London Region,Lower Than A Level,80-90%,0-35,0,120,N,Distinction,-100.0,,26.0,301.0,11.0,11.0,0.0,85.36
BBB,2013J,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,-116.0,,40.0,1231.0,11.0,11.0,0.0,85.27
BBB,2013J,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-102.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,East Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,-81.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-117.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-117.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-9.0,,38.0,518.0,9.0,9.0,0.0,76.0
BBB,2013J,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,-116.0,160.0,26.0,238.0,7.0,7.0,0.0,66.86
BBB,2013J,F,London Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass,-29.0,,63.0,534.0,11.0,11.0,0.0,83.18
BBB,2013J,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-25.0,,16.0,103.0,1.0,1.0,0.0,65.0
BBB,2013J,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,-115.0,-2.0,14.0,44.0,0.0,0.0,0.0,0.0
BBB,2013J,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,Y,Withdrawn,-115.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,-59.0,,30.0,475.0,11.0,11.0,0.0,77.45
BBB,2013J,F,Scotland,HE Qualification,50-60%,35-55,0,120,Y,Withdrawn,-88.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,-108.0,45.0,1.0,3.0,0.0,0.0,0.0,0.0
BBB,2013J,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-92.0,,3.0,9.0,0.0,0.0,0.0,0.0
BBB,2013J,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,-108.0,,47.0,1196.0,11.0,11.0,0.0,89.45
BBB,2013J,F,Wales,HE Qualification,90-100%,35-55,0,60,N,Pass,-31.0,,29.0,907.0,11.0,11.0,0.0,92.27
BBB,2013J,F,South East Region,A Level or Equivalent,60-70%,0-35,0,180,N,Withdrawn,-113.0,-86.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-95.0,,56.0,514.0,11.0,11.0,0.0,71.36
BBB,2013J,F,South West Region,HE Qualification,50-60%,35-55,0,120,N,Pass,-36.0,,39.0,1008.0,11.0,11.0,0.0,80.27
BBB,2013J,F,East Anglian Region,HE Qualification,20-30%,35-55,0,60,N,Withdrawn,-28.0,65.0,8.0,33.0,1.0,1.0,0.0,49.0
BBB,2013J,M,Ireland,A Level or Equivalent,60-70%,0-35,0,180,N,Withdrawn,-25.0,12.0,12.0,32.0,0.0,0.0,0.0,0.0
BBB,2013J,F,South East Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,-74.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,M,North Western Region,Lower Than A Level,80-90%,35-55,0,90,N,Pass,-109.0,,66.0,6099.0,11.0,11.0,0.0,87.27
BBB,2013J,F,Wales,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-53.0,,34.0,949.0,11.0,11.0,0.0,86.64
BBB,2013J,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,-22.0,,93.0,2057.0,11.0,11.0,0.0,84.36
BBB,2013J,F,South Region,Lower Than A Level,90-100%,35-55,0,90,N,Withdrawn,-37.0,70.0,40.0,271.0,3.0,3.0,0.0,84.0
BBB,2013J,F,South East Region,HE Qualification,20-30%,35-55,0,60,Y,Distinction,-32.0,,46.0,1650.0,11.0,11.0,0.0,93.82
BBB,2013J,F,Scotland,HE Qualification,20-30%,0-35,0,90,N,Pass,-30.0,,29.0,349.0,9.0,9.0,0.0,79.33
BBB,2013J,F,Scotland,HE Qualification,30-40%,0-35,0,60,N,Withdrawn,-89.0,-46.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,-109.0,-82.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-65.0,,91.0,500.0,11.0,11.0,0.0,90.45
BBB,2013J,F,Wales,Lower Than A Level,10-20,0-35,0,60,N,Pass,-52.0,,38.0,267.0,11.0,11.0,0.0,61.45
BBB,2013J,F,London Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,-108.0,35.0,15.0,87.0,1.0,1.0,0.0,58.0
BBB,2013J,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,Pass,-87.0,,33.0,2938.0,10.0,10.0,0.0,86.4
BBB,2013J,F,Scotland,Lower Than A Level,30-40%,0-35,0,120,N,Pass,-91.0,,29.0,763.0,11.0,11.0,0.0,67.09
BBB,2013J,F,Scotland,HE Qualification,30-40%,0-35,0,60,N,Withdrawn,-87.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,Withdrawn,-31.0,93.0,6.0,39.0,0.0,0.0,0.0,0.0
BBB,2013J,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,N,Fail,-88.0,,11.0,114.0,8.0,8.0,0.0,74.5
BBB,2013J,F,East Midlands Region,Lower Than A Level,0-10%,35-55,0,180,N,Withdrawn,-106.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-44.0,,28.0,383.0,11.0,11.0,0.0,82.09
BBB,2013J,F,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,Fail,-56.0,,14.0,64.0,6.0,6.0,0.0,60.17
BBB,2013J,F,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-91.0,,35.0,387.0,11.0,11.0,0.0,81.91
BBB,2013J,F,Scotland,HE Qualification,60-70%,35-55,0,60,N,Fail,-25.0,,22.0,334.0,3.0,3.0,0.0,85.33
BBB,2013J,F,North Region,HE Qualification,40-50%,35-55,0,120,N,Pass,-74.0,,46.0,990.0,11.0,11.0,0.0,79.0
BBB,2013J,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,-89.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,Wales,No Formal quals,30-40%,35-55,0,60,N,Fail,-45.0,,43.0,614.0,4.0,4.0,0.0,74.75
BBB,2013J,F,Wales,Lower Than A Level,10-20,0-35,0,60,N,Pass,-63.0,,43.0,873.0,10.0,10.0,0.0,72.4
BBB,2013J,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,-72.0,,38.0,436.0,10.0,10.0,0.0,83.4
BBB,2013J,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,-28.0,37.0,13.0,92.0,1.0,1.0,0.0,40.0
BBB,2013J,F,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-106.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,Wales,Lower Than A Level,0-10%,35-55,0,120,N,Withdrawn,-38.0,73.0,25.0,311.0,2.0,2.0,0.0,49.0
BBB,2013J,M,London Region,A Level or Equivalent,40-50%,35-55,0,90,N,Fail,-101.0,,21.0,128.0,0.0,0.0,0.0,0.0
BBB,2013J,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-38.0,,12.0,44.0,3.0,3.0,0.0,78.67
BBB,2013J,F,Ireland,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,-80.0,,37.0,566.0,9.0,9.0,0.0,80.78
BBB,2013J,F,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Distinction,-81.0,,25.0,446.0,11.0,11.0,0.0,84.45
BBB,2013J,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-95.0,,27.0,178.0,11.0,11.0,0.0,76.27
BBB,2013J,F,Ireland,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-53.0,,17.0,177.0,5.0,5.0,0.0,80.8
BBB,2013J,F,Scotland,HE Qualification,20-30%,35-55,0,120,N,Pass,-66.0,,67.0,5747.0,11.0,11.0,0.0,81.64
BBB,2013J,F,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Fail,-45.0,,31.0,957.0,7.0,7.0,0.0,81.57
BBB,2013J,M,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-65.0,,42.0,407.0,10.0,10.0,0.0,75.8
BBB,2013J,F,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-51.0,,91.0,916.0,11.0,11.0,0.0,83.73
BBB,2013J,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-95.0,,15.0,128.0,8.0,8.0,0.0,59.38
BBB,2013J,F,Ireland,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-65.0,,65.0,818.0,10.0,10.0,0.0,72.6
BBB,2013J,F,Ireland,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-49.0,,32.0,522.0,10.0,10.0,0.0,80.5
BBB,2013J,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-95.0,,9.0,38.0,0.0,0.0,0.0,0.0
BBB,2013J,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,-67.0,,48.0,780.0,11.0,11.0,0.0,85.0
BBB,2013J,F,North Western Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,-42.0,,46.0,493.0,11.0,11.0,0.0,88.09
BBB,2013J,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,-38.0,,76.0,1169.0,10.0,10.0,0.0,83.8
BBB,2013J,F,North Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-22.0,,53.0,890.0,10.0,10.0,0.0,81.5
BBB,2013J,F,Yorkshire Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,-56.0,,76.0,946.0,11.0,11.0,0.0,79.0
BBB,2013J,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Fail,-46.0,,38.0,299.0,10.0,10.0,0.0,73.1
BBB,2013J,F,South Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-100.0,,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-72.0,0.0,12.0,46.0,0.0,0.0,0.0,0.0
BBB,2013J,M,Wales,Lower Than A Level,20-30%,0-35,0,120,N,Fail,-28.0,,22.0,256.0,3.0,3.0,0.0,36.67
BBB,2013J,F,London Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,-60.0,,26.0,185.0,11.0,11.0,0.0,74.36
BBB,2013J,F,London Region,A Level or Equivalent,10-20,35-55,0,120,N,Pass,-95.0,,90.0,912.0,11.0,11.0,0.0,85.73
BBB,2013J,F,Wales,Lower Than A Level,0-10%,0-35,0,120,Y,Withdrawn,-3.0,110.0,1.0,3.0,1.0,1.0,0.0,64.0
BBB,2013J,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-95.0,-53.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-29.0,,35.0,583.0,7.0,7.0,0.0,66.86
BBB,2013J,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-12.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-84.0,,25.0,552.0,4.0,4.0,0.0,76.75
BBB,2013J,F,Scotland,HE Qualification,60-70%,35-55,0,60,N,Pass,-84.0,,40.0,957.0,11.0,11.0,0.0,82.27
BBB,2013J,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-46.0,,30.0,250.0,11.0,11.0,0.0,67.91
BBB,2013J,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,-99.0,,29.0,156.0,0.0,0.0,0.0,0.0
BBB,2013J,F,Ireland,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-29.0,,45.0,420.0,11.0,11.0,0.0,74.36
BBB,2013J,F,East Midlands Region,Lower Than A Level,40-50%,35-55,0,180,N,Pass,-67.0,,35.0,534.0,11.0,11.0,0.0,78.45
BBB,2013J,F,Wales,Lower Than A Level,20-30%,35-55,0,120,N,Pass,-44.0,,60.0,1938.0,11.0,11.0,0.0,70.18
BBB,2013J,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,120,N,Withdrawn,-31.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,-45.0,,36.0,581.0,9.0,9.0,0.0,81.33
BBB,2013J,M,Scotland,HE Qualification,60-70%,35-55,0,60,N,Distinction,-79.0,,41.0,1090.0,11.0,11.0,0.0,91.18
BBB,2013J,F,Scotland,HE Qualification,10-20,0-35,0,60,N,Pass,-84.0,,53.0,507.0,11.0,11.0,0.0,78.73
BBB,2013J,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-56.0,,34.0,2881.0,11.0,11.0,0.0,85.73
BBB,2013J,F,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-37.0,,42.0,915.0,11.0,11.0,0.0,68.45
BBB,2013J,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,Y,Pass,-91.0,,15.0,97.0,6.0,6.0,0.0,60.0
BBB,2013J,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-63.0,-2.0,11.0,26.0,0.0,0.0,0.0,0.0
BBB,2013J,F,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-95.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,South West Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,-37.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-31.0,,53.0,717.0,11.0,11.0,0.0,74.36
BBB,2013J,F,West Midlands Region,No Formal quals,0-10%,0-35,0,60,N,Withdrawn,-95.0,241.0,27.0,773.0,9.0,9.0,0.0,84.44
BBB,2013J,F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-95.0,,31.0,336.0,11.0,11.0,0.0,88.64
BBB,2013J,F,East Anglian Region,No Formal quals,60-70%,0-35,0,60,N,Withdrawn,-95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,M,Wales,HE Qualification,60-70%,0-35,0,60,N,Pass,-58.0,,71.0,938.0,11.0,11.0,0.0,79.45
BBB,2013J,F,West Midlands Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,-89.0,213.0,37.0,178.0,8.0,8.0,0.0,81.38
BBB,2013J,F,South East Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,-95.0,0.0,27.0,147.0,0.0,0.0,0.0,0.0
BBB,2013J,F,South Region,HE Qualification,60-70%,35-55,0,60,N,Pass,-32.0,,60.0,225.0,11.0,11.0,0.0,81.82
BBB,2013J,F,South East Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,-94.0,,23.0,147.0,9.0,9.0,0.0,76.0
BBB,2013J,F,South Region,Lower Than A Level,70-80%,0-35,0,90,Y,Fail,-84.0,,10.0,33.0,1.0,1.0,0.0,42.0
BBB,2013J,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,-94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-56.0,93.0,17.0,83.0,3.0,3.0,0.0,79.0
BBB,2013J,M,Wales,Lower Than A Level,20-30%,35-55,0,60,N,Fail,-58.0,,24.0,234.0,1.0,1.0,0.0,58.0
BBB,2013J,F,Wales,HE Qualification,80-90%,0-35,0,120,N,Pass,-24.0,,49.0,654.0,11.0,11.0,0.0,72.64
BBB,2013J,F,Ireland,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-22.0,,16.0,554.0,9.0,9.0,0.0,83.44
BBB,2013J,F,Ireland,Lower Than A Level,70-80%,35-55,0,75,N,Pass,-45.0,,40.0,966.0,11.0,11.0,0.0,87.18
BBB,2013J,F,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-45.0,47.0,6.0,20.0,1.0,1.0,0.0,70.0
BBB,2013J,F,Ireland,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-45.0,97.0,18.0,301.0,3.0,3.0,0.0,82.67
BBB,2013J,F,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-59.0,59.0,29.0,237.0,0.0,0.0,0.0,0.0
BBB,2013J,F,Ireland,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-45.0,,56.0,862.0,10.0,10.0,0.0,77.8
BBB,2013J,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-36.0,,32.0,267.0,11.0,11.0,0.0,75.82
BBB,2013J,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-89.0,,30.0,172.0,11.0,11.0,0.0,70.36
BBB,2013J,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,-91.0,,22.0,282.0,11.0,11.0,0.0,67.45
BBB,2013J,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-32.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-67.0,,37.0,233.0,11.0,11.0,0.0,83.73
BBB,2013J,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,Fail,-91.0,,23.0,264.0,2.0,2.0,0.0,82.5
BBB,2013J,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-89.0,,42.0,977.0,11.0,11.0,0.0,80.64
BBB,2013J,F,Ireland,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-67.0,,20.0,196.0,11.0,11.0,0.0,83.18
BBB,2013J,F,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-15.0,,39.0,1029.0,10.0,10.0,0.0,70.7
BBB,2013J,F,Ireland,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-3.0,,112.0,16440.0,11.0,11.0,0.0,78.91
BBB,2013J,F,Ireland,Lower Than A Level,60-70%,35-55,0,75,N,Pass,-45.0,,35.0,291.0,10.0,10.0,0.0,76.0
BBB,2013J,F,Ireland,Lower Than A Level,10-20,0-35,0,60,N,Fail,-67.0,,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,Ireland,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,-52.0,72.0,52.0,545.0,3.0,3.0,0.0,49.0
BBB,2013J,F,Ireland,Lower Than A Level,10-20,35-55,0,60,N,Fail,-71.0,,18.0,210.0,5.0,5.0,0.0,64.6
BBB,2013J,F,Ireland,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-24.0,,9.0,107.0,11.0,11.0,0.0,77.27
